Name,POR - Virtual Name,POR - Virtual Name - use this ONE,ID,Status,Environment,OS Version,Pool data available,Proc mode,RMC IP,RMC State,Default profile,Current profile,Migration disabled,Auto start,Suspend capable,Remote restart capable,Simplified remote restart capable,Remote restart status,Sync current profile,Managed System Name,Managed System Serial,LPAR CPU,LPAR MEM
POCBILDV,POCBILDV,POCBILDV,8,Running,os400,OS/400 V7R2M0 410 9,false,POWER9_base,,none,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-DEV-DR-S924-1,21504EV,2,25
BII_bbiipaa1a,bbiipaa1a,bbiipaa1a,8,Running,aixlinux,AIX 7.1 7100-05-11-2246,TRUE,POWER7,10.71.66.234,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN10F65EE-MUL3,10F65EE,#N/A,#N/A
BII_bbiipaa1b,bbiipaa1b,bbiipaa1b,8,Running,aixlinux,AIX 7.1 7100-05-11-2246,TRUE,POWER7,10.71.66.231,inactive,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN109203E-MUL4,109203E,#N/A,#N/A
BII_bbiiqaa1a,bbiiqaa1a,bbiiqaa1a,6,Running,aixlinux,AIX 7.1 7100-05-11-2246,TRUE,POWER7,10.71.13.145,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN061C000-CAB3,061C000,#N/A,#N/A
BII_bbiiqaa1b,bbiiqaa1b,bbiiqaa1b,7,Running,aixlinux,AIX 7.1 7100-05-11-2246,TRUE,POWER7,10.71.13.146,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN65544CF-CAB4,65544CF,#N/A,#N/A
bpbopda1a,bpbopda1a,bpbopda1a,13,Running,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.71.74.82,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,3,30
bpbopda1b,bpbopda1b,bpbopda1b,13,Running,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.71.74.83,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,2,30
bpooaa1,bpooaa1,bpooaa1,21,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.71.138.221,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,12
bpooaa2,bpooaa2,bpooaa2,19,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.71.138.222,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,2,12
bpotaa2,bpotaa2,bpotaa2,20,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.71.138.226,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,2,6
bsfgpda2aa,bsfgpda2aa,bsfgpda2aa,31,Running,aixlinux,AIX 7.2 7200-05-07-2346,false,POWER8,10.22.5.81,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,3,30
bsfgpda2ba,bsfgpda2ba,bsfgpda2ba,33,Running,aixlinux,AIX 7.2 7200-05-07-2346,false,POWER8,10.22.5.82,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,3,30
bsfgqda2aa,bsfgqda2aa,bsfgqda2aa,6,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.23.8.53,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,3,30
bsfgqda2ba,bsfgqda2ba,bsfgqda2ba,7,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.23.8.54,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,3,30
NIM_dbcnim05,dbcnim05,dbcnim05,12,Running,aixlinux,Unknown,false,POWER8,,none,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,2,8
bswpda1ea,bswpda1ea,bswpda1ea,8,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.71.66.3,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,4,32
bswpda1fa,bswpda1fa,bswpda1fa,8,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.71.66.5,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,4,32
bswqda1ea,bswqda1ea,bswqda1ea,14,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.71.13.20,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,4,32
bswqda1fa,bswqda1fa,bswqda1fa,10,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.71.13.22,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,4,32
btsmaa1,btsmaa1,btsmaa1,22,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.70.65.156,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,2,32
bt2cqda1ba,bt2cqda1ba,bt2cqda1ba,6,Not Activated,aixlinux,Unknown,false,POWER8,,inactive,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,0,16
CALM_bespaa1a,bespaa1a,bespaa1a,8,Running,aixlinux,AIX 6.1 6100-09-12-1846,FALSE,POWER7,10.71.74.47,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN65DA81D-MUL1,65DA81D,4,24
CALM_bespaa1b,bespaa1b,bespaa1b,8,Running,aixlinux,AIX 6.1 6100-09-12-1846,FALSE,POWER7,10.71.74.48,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN655461C-MUL2,655461C,4,24
bbcqvio2b,bbcqvio2b,bbcqvio2b,2,Running,vioserver,VIOS 2.2.6.51,false,POWER7,10.23.8.38,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,2,12
bbcqvio2a,bbcqvio2a,bbcqvio2a,1,Running,vioserver,VIOS 2.2.6.51,false,POWER7,10.23.8.37,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,2,12
CALM_besqaa1a,besqaa1a,besqaa1a,16,Running,aixlinux,AIX 6.1 6100-09-12-1846,FALSE,POWER7,10.71.13.25,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN65CE3B5-CAB1,65CE3B5,4,24
ADS_bbciga53,bbciga53,bbciga53,3,Running,aixlinux,AIX 7.3 7300-02-02-2420,false,POWER8,10.64.68.124,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,4,60
CALM_besqaa1b,besqaa1b,besqaa1b,15,Running,aixlinux,AIX 6.1 6100-09-12-1846,TRUE,POWER7,10.71.13.26,active,Normal,Normal,FALSE,TRUE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,4,24
CTRLM_a5461c001,a5461c001,a5461c001,32,Running,aixlinux,AIX 7.2 7200-05-07-2346,false,POWER8,10.71.74.94,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,4,6
CTRLM_a59c0e001,a59c0e001,a59c0e001,21,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.71.13.99,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,2,8
CTRLM_ace3b5001,ace3b5001,ace3b5001,22,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.71.13.98,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,8
CTRLM_ada81d001,ada81d001,ada81d001,35,Running,aixlinux,AIX 7.2 7200-05-07-2346,false,POWER8,10.71.74.93,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,4,6
DR_BII_bbiipaa1a,BII_bbiipaa1a,bbiipaa1a,27,Not Activated,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.66.230,inactive,DR_Normal,DR_Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN061C000-CAB3,061C000,#N/A,#N/A
DR_BII_bbiipaa1b,BII_bbiipaa1b,bbiipaa1a,38,Not Activated,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.66.231,inactive,DR_Normal,DR_Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN65544CF-CAB4,65544CF,#N/A,#N/A
DR_SAP_bbiqpda1a,SAP_bbiqpda1a,bbiqpda1a,8,Not Activated,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.74.111,active,DR_Normal,DR_Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN65CE3B5-CAB1,65CE3B5,0,64
DR_SAP_bbiqpda1b,SAP_bbiqpda1b,bbiqpda1b,7,Not Activated,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.74.112,active,DR_Normal,DR_Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,0,64
EQ_berpaa2a,berpaa2a,bbiipaa1b,19,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.74.50,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN65DA81D-MUL1,65DA81D,2,16
bbcqda11,bbcqda11,bbcqda11,17,Running,aixlinux,Unknown,false,POWER8,,inactive,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,32
EQ_berpaa2b,berpaa2b,berpaa2b,17,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.74.51,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN655461C-MUL2,655461C,2,16
EQ_berpda3,berpda3,berpda3,20,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.74.52,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN65DA81D-MUL1,65DA81D,2,16
EQ_berpda4,berpda4,berpda4,18,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.74.53,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN655461C-MUL2,655461C,2,16
EQ-beroaa1per-HA,beroaa1,beroaa1,12,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.13.14,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,2,16
EQ-beroaa2per-HA,beroaa2,beroaa2,13,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.13.15,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN65CE3B5-CAB1,65CE3B5,2,16
EQ-beroda1-RAC,beroda1,beroda1,14,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,19.50.10.180,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN65CE3B5-CAB1,65CE3B5,2,16
EQ-beroda2-RAC,beroda2,beroda2,13,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,19.50.10.182,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,2,16
IFSR9_bifrtda1,bifrtda1,bifrtda1,4,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.13.223,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN65CE3B5-CAB1,65CE3B5,2,128
IFSR9_bifstda1,bifstda1,bifstda1,6,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.13.221,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN65CE3B5-CAB1,65CE3B5,2,64
bt2cqda1aa,bt2cqda1aa,bt2cqda1aa,5,Open Firmware,aixlinux,Unknown,false,POWER8,,none,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,16
EMS_bbbtda1,bbbtda1,bbbtda1,4,Running,aixlinux,Unknown,false,POWER8,,none,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,4,32
IFSR9_bifstda2,bifstda2,bifstda2,6,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.13.222,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,2,128
bbmqvio2b,bbmqvio2b,bbmqvio2b,2,Running,vioserver,VIOS 2.2.6.51,false,POWER7,10.23.8.36,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,12
bbmqvio2a,bbmqvio2a,bbmqvio2a,1,Running,vioserver,VIOS 2.2.6.51,false,POWER7,10.23.8.35,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,12
bellxkyn,bellxkyn,bellxkyn,29,Running,aixlinux,AIX 7.3 7300-02-02-2420,false,POWER8,10.71.13.3,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,16
bbcttsm2,bbcttsm2,bbcttsm2,7,Running,aixlinux,AIX 7.3 7300-02-02-2420,false,POWER8,10.71.13.31,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,4,32
ITDS45X1,ITDS45X1,ITDS45X1,4,Running,aixlinux,AIX 7.1 7100-05-11-2246,true,POWER8,10.71.129.73,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,6
ITDS90X1,ITDS90X1,ITDS90X1,4,Running,aixlinux,AIX 7.1 7100-05-11-2246,true,POWER8,10.71.129.74,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,2,6
NIM_dbcnim02,dbcnim02,dbcnim02,50,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.64.68.83,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN061C000-CAB3,061C000,#N/A,#N/A
baahpda1ba_MIGRATED,MIGRATED,MIGRATED,9,Not Activated,aixlinux,Unknown,FALSE,POWER7,,inactive,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN655461C-MUL2,655461C,0,60
NIM_dbcnim03,dbcnim03,dbcnim03,58,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.64.68.121,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN061C000-CAB3,061C000,1,6
EFAS_bespda4b,bespda4b,bespda4b,7,Not Activated,aixlinux,Unknown,FALSE,POWER7,,inactive,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN655461C-MUL2,655461C,0,4
EFAS_bespda3b,bespda3b,bespda3b,6,Not Activated,aixlinux,Unknown,FALSE,POWER7,,inactive,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN655461C-MUL2,655461C,0,48
CTRLM_a5461c001_Migrated_e870,a5461c001_Migrated_e870,a5461c001_Migrated_e870,28,Not Activated,aixlinux,Unknown,TRUE,POWER7,,inactive,Normal_Post_Migration,Normal_Post_Migration,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN655461C-MUL2,655461C,0,8
EFAS_bespda2b,bespda2b,bespda2b,5,Not Activated,aixlinux,Unknown,FALSE,POWER7,,inactive,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN655461C-MUL2,655461C,0,48
NIM-boitna2,NIM-boitna2,boitna2,41,Running,aixlinux,AIX 7.1 7100-05-11-2246,TRUE,POWER7,10.71.13.2,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN65CE3B5-CAB1,65CE3B5,4,12
EFAS_bespda1b,bespda1b,bespda1b,4,Not Activated,aixlinux,Unknown,FALSE,POWER7,,inactive,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN655461C-MUL2,655461C,0,24
OT_botpda1per,botpda1per,botpda1per,11,Running,aixlinux,AIX 6.1 6100-09-06-1543,false,POWER7,10.71.74.11,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,8
VIO2_boipva25,boipva25,boipva25,3,Running,vioserver,VIOS 2.2.6.51 6100-09-08-1642,FALSE,POWER7,10.71.74.20,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN655461C-MUL2,655461C,2,4
VIO1_boipva24,boipva24,boipva24,2,Running,vioserver,VIOS 2.2.6.51 6100-09-08-1642,FALSE,POWER7,10.71.74.19,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN655461C-MUL2,655461C,2,4
OT_botpda2per,botpda2per,botpda2per,11,Running,aixlinux,AIX 6.1 6100-09-06-1543,false,POWER7,10.71.74.12,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,2,8
CTRLM-a59c0e001-Migrated-e870,a59c0e001,a59c0e001,43,Not Activated,aixlinux,Unknown,TRUE,POWER7,,inactive,Pre_Migration_19Jan21,Pre_Migration_19Jan21,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,0,8
DR_EFAS_bespaa1b,EFAS_bespaa1b,bespaa1b,41,Not Activated,aixlinux,Unknown,FALSE,POWER7,,inactive,DR_Normal,DR_Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,0,24
OT_botpwa1,botpwa1,botpwa1,12,Running,aixlinux,AIX 6.1 6100-09-06-1543,false,POWER7,10.71.137.17,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,8
DR_SAS_bsaspma2,SAS_bsaspma2,bsaspma2,38,Not Activated,aixlinux,Unknown,FALSE,POWER7,,inactive,DR_Normal,DR_Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,0,0
DR_EQ_berpda4,EQ_berpda4,berpda4,37,Not Activated,aixlinux,Unknown,FALSE,POWER7,,inactive,DR_Normal,DR_Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,0,0
OT_botpwa2,botpwa2,botpwa2,12,Running,aixlinux,AIX 6.1 6100-09-06-1543,false,POWER7,10.71.137.18,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,2,8
OT_bottda1,bottda1,bottda1,12,Running,aixlinux,AIX 6.1 6100-09-06-1543,false,POWER7,10.64.68.159,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,8
OT_bottwa1,bottwa1,bottwa1,13,Running,aixlinux,AIX 6.1 6100-09-06-1543,false,POWER7,10.64.68.160,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,6
DR_CTRLM_a5461c001,CTRLM_a5461c001,a5461c001,27,Not Activated,aixlinux,Unknown,FALSE,POWER7,,inactive,DR_Normal,DR_Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,0,8
DR_EARCH_bemlpaa1b,EARCH_bemlpaa1b,bemlpaa1b,26,Not Activated,aixlinux,Unknown,FALSE,POWER7,,inactive,DR_Normal,DR_Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,0,0
DR_EARCH_bemlpda1b,EARCH_bemlpda1b,bemlpda1b,25,Not Activated,aixlinux,Unknown,FALSE,POWER7,,inactive,DR_Normal,DR_Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,0,16
DR_EQ_berpaa2b,EQ_berpaa2b,berpaa2b,24,Not Activated,aixlinux,Unknown,FALSE,POWER7,,inactive,DR_Normal,DR_Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,0,0
DR-VIO2-bbcrva25,bbcrva25,bbcrva25,23,Running,vioserver,VIOS 2.2.6.51 6100-09-08-1642,FALSE,POWER7,10.71.13.203,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,2,4
DR-VIO1-bbcrva24,bbcrva24,bbcrva24,22,Running,vioserver,VIOS 2.2.6.51 6100-09-08-1642,FALSE,POWER7,10.71.13.202,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,2,4
PB_bpbotda1a,bpbotda1a,bpbotda1a,18,Running,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.71.13.80,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,3,16
DR_SAP_bbppda1b,SAP_bbppda1b,bbppda1b,19,Not Activated,aixlinux,Unknown,FALSE,POWER7,,inactive,DR_Normal,DR_Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,0,0
PB_bpbotda1b,bpbotda1b,bpbotda1b,18,Running,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.71.13.79,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,3,16
PDBCLUS_bpdbpaa1a,bpdbpaa1a,bpdbpaa1a,4,Running,aixlinux,AIX 7.1 7100-05-11-2246,TRUE,POWER7,10.71.66.222,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN10F65EE-MUL3,10F65EE,#N/A,#N/A
PDBCLUS_bpdbpaa1b,bpdbpaa1b,bpdbpaa1b,4,Running,aixlinux,AIX 7.1 7100-05-11-2246,TRUE,POWER7,10.71.66.223,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN109203E-MUL4,109203E,#N/A,#N/A
DR_baahpda1ba,baahpda1ba,baahpda1ba,55,Not Activated,aixlinux,Unknown,FALSE,POWER7,,inactive,DR_Normal,,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,0,0
DR_SAP_bbpcpda1per,SAP_bbpcpda1per,bbpcpda1per,54,Open Firmware,aixlinux,Unknown,FALSE,POWER7,,none,DR_Normal,DR_Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,3,32
PDBCLUS_bpdbtaa1a,bpdbtaa1a,bpdbtaa1a,4,Running,aixlinux,AIX 7.1 7100-05-11-2246,TRUE,POWER7,10.71.13.140,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN061C000-CAB3,061C000,#N/A,#N/A
PDBCLUS_bpdbtaa1b,bpdbtaa1b,bpdbtaa1b,4,Running,aixlinux,AIX 7.1 7100-05-11-2246,TRUE,POWER7,10.71.13.141,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN65544CF-CAB4,65544CF,#N/A,#N/A
baahqda1ba_MIGRATED,MIGRATED,MIGRATED,5,Not Activated,aixlinux,Unknown,FALSE,POWER7,,inactive,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,0,0
DR_SAP_bbppaa2,SAP_bbppaa2,bbppaa2,4,Not Activated,aixlinux,Unknown,FALSE,POWER7,,inactive,DR_Normal,DR_Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,0,0
PSD2_bpbopda1aa,bpbopda1aa,bpbopda1aa,17,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.73.108,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN10F65EE-MUL3,10F65EE,#N/A,#N/A
OPG-bopguda1,bopguda1,bopguda1,49,Running,aixlinux,AIX 7.1 7100-05-10-2220,TRUE,POWER7,10.71.13.115,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,4,32
VIO2_boitva34,boitva34,boitva34,2,Running,vioserver,VIOS 2.2.6.51 6100-09-06-1543,FALSE,POWER7,10.71.13.13,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,2,4
PSD2_bpbopda1ba,bpbopda1ba,bpbopda1ba,17,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.73.109,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN109203E-MUL4,109203E,#N/A,#N/A
VIO1-boitva33,boitva33,boitva33,1,Running,vioserver,VIOS 2.2.6.51 6100-09-08-1642,FALSE,POWER7,10.71.13.12,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN6559C0E-CAB2,6559C0E,2,4
CTRLM-ace3b5001-Migrated-e870,ace3b5001,ace3b5001,43,Not Activated,aixlinux,Unknown,TRUE,POWER7,10.71.13.98,inactive,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMB-SN65CE3B5-CAB1,65CE3B5,0,8
